Bandit,Reward,Algorithm
4,3.997013,Epsilon-Greedy
4,2.910578,Epsilon-Greedy
4,3.81859,Epsilon-Greedy
4,4.433671,Epsilon-Greedy
4,4.817544,Epsilon-Greedy
4,4.660206,Epsilon-Greedy
4,4.732849,Epsilon-Greedy
4,3.30388,Epsilon-Greedy
4,2.921056,Epsilon-Greedy
4,3.520859,Epsilon-Greedy
4,2.631736,Epsilon-Greedy
4,2.389004,Epsilon-Greedy
4,3.381212,Epsilon-Greedy
4,5.503349,Epsilon-Greedy
4,5.267409,Epsilon-Greedy
4,2.669193,Epsilon-Greedy
4,3.544677,Epsilon-Greedy
4,4.611071,Epsilon-Greedy
4,3.900089,Epsilon-Greedy
4,4.306452,Epsilon-Greedy
4,1.955821,Epsilon-Greedy
4,4.640893,Epsilon-Greedy
4,4.522359,Epsilon-Greedy
4,1.98633,Epsilon-Greedy
4,3.03093,Epsilon-Greedy
4,2.984926,Epsilon-Greedy
4,2.656667,Epsilon-Greedy
4,2.27039,Epsilon-Greedy
4,2.762578,Epsilon-Greedy
4,3.437876,Epsilon-Greedy
4,4.036661,Epsilon-Greedy
4,3.621305,Epsilon-Greedy
4,5.185716,Epsilon-Greedy
4,2.597287,Epsilon-Greedy
4,2.003029,Epsilon-Greedy
4,3.612045,Epsilon-Greedy
4,2.068284,Epsilon-Greedy
4,3.090227,Epsilon-Greedy
4,4.06953,Epsilon-Greedy
4,4.257057,Epsilon-Greedy
4,3.144279,Epsilon-Greedy
4,4.400839,Epsilon-Greedy
4,2.522336,Epsilon-Greedy
4,4.165241,Epsilon-Greedy
4,2.245557,Epsilon-Greedy
4,6.65576,Epsilon-Greedy
4,4.905265,Epsilon-Greedy
4,3.05646,Epsilon-Greedy
4,3.911855,Epsilon-Greedy
4,2.825315,Epsilon-Greedy
4,4.437957,Epsilon-Greedy
4,5.02423,Epsilon-Greedy
4,5.101716,Epsilon-Greedy
4,5.027673,Epsilon-Greedy
4,4.865038,Epsilon-Greedy
4,4.181524,Epsilon-Greedy
4,3.906486,Epsilon-Greedy
4,3.654405,Epsilon-Greedy
4,3.152316,Epsilon-Greedy
4,3.56926,Epsilon-Greedy
4,3.470066,Epsilon-Greedy
4,2.599668,Epsilon-Greedy
4,3.647974,Epsilon-Greedy
4,3.739486,Epsilon-Greedy
4,2.79236,Epsilon-Greedy
4,4.688999,Epsilon-Greedy
4,4.130493,Epsilon-Greedy
4,2.688812,Epsilon-Greedy
4,4.076931,Epsilon-Greedy
4,3.380252,Epsilon-Greedy
4,3.629221,Epsilon-Greedy
4,3.876183,Epsilon-Greedy
4,5.15594,Epsilon-Greedy
4,3.403978,Epsilon-Greedy
4,4.225602,Epsilon-Greedy
4,3.227162,Epsilon-Greedy
4,4.643501,Epsilon-Greedy
4,4.256107,Epsilon-Greedy
4,3.708561,Epsilon-Greedy
4,4.990083,Epsilon-Greedy
4,5.902909,Epsilon-Greedy
4,3.711683,Epsilon-Greedy
4,4.24823,Epsilon-Greedy
4,3.905837,Epsilon-Greedy
4,6.758777,Epsilon-Greedy
4,3.72835,Epsilon-Greedy
4,3.328669,Epsilon-Greedy
4,3.418691,Epsilon-Greedy
4,5.004024,Epsilon-Greedy
4,4.758249,Epsilon-Greedy
4,4.676522,Epsilon-Greedy
4,4.781297,Epsilon-Greedy
4,4.780031,Epsilon-Greedy
4,4.211165,Epsilon-Greedy
4,4.219014,Epsilon-Greedy
4,3.392268,Epsilon-Greedy
4,3.668533,Epsilon-Greedy
4,4.808314,Epsilon-Greedy
4,3.114153,Epsilon-Greedy
4,3.975841,Epsilon-Greedy
4,3.463827,Epsilon-Greedy
4,2.992222,Epsilon-Greedy
4,5.830369,Epsilon-Greedy
4,4.359007,Epsilon-Greedy
4,3.258793,Epsilon-Greedy
4,6.220871,Epsilon-Greedy
4,2.828754,Epsilon-Greedy
4,5.915751,Epsilon-Greedy
4,4.151397,Epsilon-Greedy
4,3.27659,Epsilon-Greedy
4,2.774142,Epsilon-Greedy
4,4.674168,Epsilon-Greedy
4,5.3334,Epsilon-Greedy
4,2.628587,Epsilon-Greedy
4,2.169958,Epsilon-Greedy
4,4.242644,Epsilon-Greedy
4,3.689556,Epsilon-Greedy
4,4.147192,Epsilon-Greedy
4,3.457355,Epsilon-Greedy
4,2.635352,Epsilon-Greedy
4,3.780808,Epsilon-Greedy
4,5.450042,Epsilon-Greedy
4,4.157647,Epsilon-Greedy
4,2.822897,Epsilon-Greedy
4,5.003488,Epsilon-Greedy
4,2.918265,Epsilon-Greedy
4,2.857436,Epsilon-Greedy
4,5.472371,Epsilon-Greedy
4,3.190639,Epsilon-Greedy
4,4.798751,Epsilon-Greedy
4,5.45566,Epsilon-Greedy
4,3.614151,Epsilon-Greedy
4,4.80807,Epsilon-Greedy
4,4.648362,Epsilon-Greedy
4,2.633823,Epsilon-Greedy
4,3.977237,Epsilon-Greedy
4,3.850966,Epsilon-Greedy
4,3.821332,Epsilon-Greedy
4,3.721507,Epsilon-Greedy
4,4.152702,Epsilon-Greedy
4,4.310845,Epsilon-Greedy
4,4.108002,Epsilon-Greedy
4,3.999347,Epsilon-Greedy
4,3.353472,Epsilon-Greedy
4,5.664315,Epsilon-Greedy
4,2.738049,Epsilon-Greedy
4,0.899482,Epsilon-Greedy
4,4.267663,Epsilon-Greedy
4,3.356753,Epsilon-Greedy
4,4.161061,Epsilon-Greedy
4,2.764362,Epsilon-Greedy
4,5.90896,Epsilon-Greedy
4,5.890492,Epsilon-Greedy
4,4.840343,Epsilon-Greedy
4,4.04691,Epsilon-Greedy
4,3.403274,Epsilon-Greedy
4,3.631548,Epsilon-Greedy
4,6.220819,Epsilon-Greedy
4,4.842525,Epsilon-Greedy
4,5.883262,Epsilon-Greedy
4,1.77132,Epsilon-Greedy
4,5.895421,Epsilon-Greedy
4,2.247353,Epsilon-Greedy
4,4.243049,Epsilon-Greedy
4,3.911536,Epsilon-Greedy
4,5.2251,Epsilon-Greedy
4,3.969259,Epsilon-Greedy
4,6.35586,Epsilon-Greedy
4,3.965927,Epsilon-Greedy
4,2.990884,Epsilon-Greedy
4,4.724168,Epsilon-Greedy
4,2.662001,Epsilon-Greedy
4,2.902659,Epsilon-Greedy
4,4.60605,Epsilon-Greedy
4,5.861875,Epsilon-Greedy
4,5.404087,Epsilon-Greedy
4,3.539814,Epsilon-Greedy
4,3.901899,Epsilon-Greedy
4,3.427004,Epsilon-Greedy
4,3.422768,Epsilon-Greedy
4,3.481773,Epsilon-Greedy
4,5.142828,Epsilon-Greedy
4,5.572547,Epsilon-Greedy
4,4.703704,Epsilon-Greedy
4,2.836437,Epsilon-Greedy
4,4.055688,Epsilon-Greedy
4,3.841823,Epsilon-Greedy
4,4.637459,Epsilon-Greedy
4,1.72027,Epsilon-Greedy
4,4.490014,Epsilon-Greedy
4,4.678327,Epsilon-Greedy
4,3.585903,Epsilon-Greedy
4,2.843747,Epsilon-Greedy
4,4.309819,Epsilon-Greedy
4,2.867044,Epsilon-Greedy
4,4.324796,Epsilon-Greedy
4,5.460417,Epsilon-Greedy
4,4.254493,Epsilon-Greedy
4,4.682585,Epsilon-Greedy
4,2.355358,Epsilon-Greedy
4,3.72405,Epsilon-Greedy
4,4.027497,Epsilon-Greedy
4,4.709702,Epsilon-Greedy
4,3.933234,Epsilon-Greedy
4,3.903615,Epsilon-Greedy
4,3.021732,Epsilon-Greedy
4,4.368122,Epsilon-Greedy
4,6.535479,Epsilon-Greedy
4,5.140141,Epsilon-Greedy
4,5.022803,Epsilon-Greedy
4,5.144427,Epsilon-Greedy
4,4.12093,Epsilon-Greedy
4,3.41329,Epsilon-Greedy
4,4.09688,Epsilon-Greedy
4,2.720461,Epsilon-Greedy
4,2.455247,Epsilon-Greedy
4,3.478967,Epsilon-Greedy
4,4.080219,Epsilon-Greedy
4,2.938262,Epsilon-Greedy
4,3.498332,Epsilon-Greedy
4,4.986082,Epsilon-Greedy
4,5.573593,Epsilon-Greedy
4,2.566146,Epsilon-Greedy
4,3.617107,Epsilon-Greedy
4,5.545225,Epsilon-Greedy
4,5.102295,Epsilon-Greedy
4,4.985542,Epsilon-Greedy
4,3.883797,Epsilon-Greedy
4,4.335361,Epsilon-Greedy
4,4.773082,Epsilon-Greedy
4,5.999616,Epsilon-Greedy
4,3.342606,Epsilon-Greedy
4,4.082063,Epsilon-Greedy
4,3.874067,Epsilon-Greedy
4,3.746993,Epsilon-Greedy
4,4.679303,Epsilon-Greedy
4,4.662816,Epsilon-Greedy
4,4.093257,Epsilon-Greedy
4,5.394532,Epsilon-Greedy
4,4.765306,Epsilon-Greedy
4,5.07023,Epsilon-Greedy
4,3.351483,Epsilon-Greedy
4,4.13141,Epsilon-Greedy
4,5.027952,Epsilon-Greedy
4,2.967789,Epsilon-Greedy
4,4.705331,Epsilon-Greedy
4,2.947681,Epsilon-Greedy
4,4.808709,Epsilon-Greedy
4,3.562303,Epsilon-Greedy
4,4.436305,Epsilon-Greedy
4,3.465468,Epsilon-Greedy
4,3.077639,Epsilon-Greedy
4,5.292748,Epsilon-Greedy
4,2.775175,Epsilon-Greedy
4,3.167821,Epsilon-Greedy
4,5.487838,Epsilon-Greedy
4,3.449742,Epsilon-Greedy
4,2.805592,Epsilon-Greedy
4,4.237252,Epsilon-Greedy
4,3.721831,Epsilon-Greedy
4,3.31619,Epsilon-Greedy
4,4.560273,Epsilon-Greedy
4,2.354443,Epsilon-Greedy
4,3.988007,Epsilon-Greedy
4,2.561326,Epsilon-Greedy
4,5.247055,Epsilon-Greedy
4,6.311076,Epsilon-Greedy
4,3.17045,Epsilon-Greedy
4,4.245139,Epsilon-Greedy
4,2.221652,Epsilon-Greedy
4,2.496176,Epsilon-Greedy
4,3.45289,Epsilon-Greedy
4,3.651843,Epsilon-Greedy
4,3.330439,Epsilon-Greedy
4,3.843695,Epsilon-Greedy
4,4.633206,Epsilon-Greedy
4,4.005785,Epsilon-Greedy
4,4.463256,Epsilon-Greedy
4,2.764222,Epsilon-Greedy
4,3.847349,Epsilon-Greedy
4,5.751825,Epsilon-Greedy
4,3.222937,Epsilon-Greedy
4,4.200674,Epsilon-Greedy
4,4.259997,Epsilon-Greedy
4,3.074279,Epsilon-Greedy
4,2.688601,Epsilon-Greedy
4,3.913226,Epsilon-Greedy
4,3.905375,Epsilon-Greedy
4,3.61895,Epsilon-Greedy
4,6.559978,Epsilon-Greedy
4,2.983406,Epsilon-Greedy
4,3.804096,Epsilon-Greedy
4,5.400299,Epsilon-Greedy
4,2.550202,Epsilon-Greedy
4,4.153294,Epsilon-Greedy
4,3.458275,Epsilon-Greedy
4,3.950969,Epsilon-Greedy
4,4.586137,Epsilon-Greedy
4,2.240746,Epsilon-Greedy
4,4.867059,Epsilon-Greedy
4,4.255138,Epsilon-Greedy
4,3.15619,Epsilon-Greedy
4,3.321445,Epsilon-Greedy
4,2.354325,Epsilon-Greedy
4,3.968891,Epsilon-Greedy
4,3.93353,Epsilon-Greedy
4,3.599545,Epsilon-Greedy
4,3.399938,Epsilon-Greedy
4,5.749903,Epsilon-Greedy
4,4.565293,Epsilon-Greedy
4,3.235977,Epsilon-Greedy
4,3.679115,Epsilon-Greedy
4,3.571758,Epsilon-Greedy
4,3.294345,Epsilon-Greedy
4,4.224102,Epsilon-Greedy
4,4.432843,Epsilon-Greedy
4,3.698868,Epsilon-Greedy
4,2.527594,Epsilon-Greedy
4,4.860578,Epsilon-Greedy
4,2.37081,Epsilon-Greedy
4,3.598518,Epsilon-Greedy
4,3.902681,Epsilon-Greedy
4,2.986138,Epsilon-Greedy
4,2.816058,Epsilon-Greedy
4,3.591306,Epsilon-Greedy
4,4.970465,Epsilon-Greedy
4,4.434898,Epsilon-Greedy
4,5.586896,Epsilon-Greedy
4,4.183687,Epsilon-Greedy
4,5.818798,Epsilon-Greedy
4,5.32123,Epsilon-Greedy
4,4.049921,Epsilon-Greedy
4,5.020004,Epsilon-Greedy
4,5.957489,Epsilon-Greedy
4,4.742945,Epsilon-Greedy
4,3.095629,Epsilon-Greedy
4,3.374871,Epsilon-Greedy
4,5.052758,Epsilon-Greedy
4,2.798351,Epsilon-Greedy
4,5.001536,Epsilon-Greedy
4,4.632238,Epsilon-Greedy
4,3.497439,Epsilon-Greedy
4,5.421955,Epsilon-Greedy
4,2.078231,Epsilon-Greedy
4,5.248706,Epsilon-Greedy
4,5.30746,Epsilon-Greedy
4,3.882029,Epsilon-Greedy
4,3.283828,Epsilon-Greedy
4,2.44609,Epsilon-Greedy
4,3.079644,Epsilon-Greedy
4,2.814861,Epsilon-Greedy
4,4.214687,Epsilon-Greedy
4,4.872332,Epsilon-Greedy
4,2.926565,Epsilon-Greedy
4,4.718622,Epsilon-Greedy
4,3.716269,Epsilon-Greedy
4,3.558299,Epsilon-Greedy
4,5.142451,Epsilon-Greedy
4,5.787691,Epsilon-Greedy
4,2.058251,Epsilon-Greedy
4,4.657883,Epsilon-Greedy
4,2.561486,Epsilon-Greedy
4,4.213066,Epsilon-Greedy
4,3.267346,Epsilon-Greedy
4,6.048814,Epsilon-Greedy
4,4.7592,Epsilon-Greedy
4,3.109397,Epsilon-Greedy
4,3.674042,Epsilon-Greedy
4,3.942098,Epsilon-Greedy
4,2.839862,Epsilon-Greedy
4,4.122422,Epsilon-Greedy
4,5.084074,Epsilon-Greedy
4,2.262194,Epsilon-Greedy
4,3.500984,Epsilon-Greedy
4,5.422224,Epsilon-Greedy
4,5.948802,Epsilon-Greedy
4,4.486295,Epsilon-Greedy
4,3.01506,Epsilon-Greedy
4,4.727253,Epsilon-Greedy
4,4.901897,Epsilon-Greedy
4,4.178273,Epsilon-Greedy
4,3.496805,Epsilon-Greedy
4,4.652038,Epsilon-Greedy
4,3.816156,Epsilon-Greedy
4,4.740954,Epsilon-Greedy
4,3.016465,Epsilon-Greedy
4,3.099963,Epsilon-Greedy
4,4.669825,Epsilon-Greedy
4,3.018012,Epsilon-Greedy
4,3.877409,Epsilon-Greedy
4,3.753889,Epsilon-Greedy
4,2.879372,Epsilon-Greedy
4,3.275552,Epsilon-Greedy
4,2.006909,Epsilon-Greedy
4,4.126368,Epsilon-Greedy
4,2.783,Epsilon-Greedy
4,3.206252,Epsilon-Greedy
4,4.469105,Epsilon-Greedy
4,5.453051,Epsilon-Greedy
4,3.647963,Epsilon-Greedy
4,3.068626,Epsilon-Greedy
4,3.523646,Epsilon-Greedy
4,2.737357,Epsilon-Greedy
4,4.637456,Epsilon-Greedy
4,2.138605,Epsilon-Greedy
4,4.36047,Epsilon-Greedy
4,4.311527,Epsilon-Greedy
4,5.231984,Epsilon-Greedy
4,3.842748,Epsilon-Greedy
4,2.679564,Epsilon-Greedy
4,4.347942,Epsilon-Greedy
4,4.71773,Epsilon-Greedy
4,5.110052,Epsilon-Greedy
4,3.607524,Epsilon-Greedy
4,4.665558,Epsilon-Greedy
4,4.293331,Epsilon-Greedy
4,3.590481,Epsilon-Greedy
4,3.049466,Epsilon-Greedy
4,3.410754,Epsilon-Greedy
4,3.640135,Epsilon-Greedy
4,2.538579,Epsilon-Greedy
4,4.682028,Epsilon-Greedy
4,5.097249,Epsilon-Greedy
4,6.256394,Epsilon-Greedy
4,3.039932,Epsilon-Greedy
4,4.261835,Epsilon-Greedy
4,4.895438,Epsilon-Greedy
4,5.51389,Epsilon-Greedy
4,2.096668,Epsilon-Greedy
4,3.185951,Epsilon-Greedy
4,4.719864,Epsilon-Greedy
4,3.953195,Epsilon-Greedy
4,2.389102,Epsilon-Greedy
4,5.049911,Epsilon-Greedy
4,4.512682,Epsilon-Greedy
4,3.166872,Epsilon-Greedy
4,4.175048,Epsilon-Greedy
4,3.531849,Epsilon-Greedy
4,2.897276,Epsilon-Greedy
4,3.58132,Epsilon-Greedy
4,2.351015,Epsilon-Greedy
4,5.470715,Epsilon-Greedy
4,5.401574,Epsilon-Greedy
4,2.994418,Epsilon-Greedy
4,5.127126,Epsilon-Greedy
4,3.180341,Epsilon-Greedy
4,5.082852,Epsilon-Greedy
4,5.288581,Epsilon-Greedy
4,5.018497,Epsilon-Greedy
4,2.002008,Epsilon-Greedy
4,3.51004,Epsilon-Greedy
4,5.037602,Epsilon-Greedy
4,4.927965,Epsilon-Greedy
4,3.125971,Epsilon-Greedy
4,4.134809,Epsilon-Greedy
4,5.001031,Epsilon-Greedy
4,4.989694,Epsilon-Greedy
4,5.088178,Epsilon-Greedy
4,4.656423,Epsilon-Greedy
4,4.934091,Epsilon-Greedy
4,4.867609,Epsilon-Greedy
4,4.757124,Epsilon-Greedy
4,3.749946,Epsilon-Greedy
4,3.591289,Epsilon-Greedy
4,5.135502,Epsilon-Greedy
4,2.948141,Epsilon-Greedy
4,3.640709,Epsilon-Greedy
4,3.742609,Epsilon-Greedy
4,4.400464,Epsilon-Greedy
4,4.328609,Epsilon-Greedy
4,6.191537,Epsilon-Greedy
4,4.080951,Epsilon-Greedy
4,3.677948,Epsilon-Greedy
4,3.997134,Epsilon-Greedy
4,3.388526,Epsilon-Greedy
4,3.113451,Epsilon-Greedy
4,3.726885,Epsilon-Greedy
4,5.456978,Epsilon-Greedy
4,4.769022,Epsilon-Greedy
4,4.104646,Epsilon-Greedy
4,4.655983,Epsilon-Greedy
4,3.666685,Epsilon-Greedy
4,2.667759,Epsilon-Greedy
4,5.719076,Epsilon-Greedy
4,5.639931,Epsilon-Greedy
4,3.777759,Epsilon-Greedy
4,5.785199,Epsilon-Greedy
4,3.111657,Epsilon-Greedy
4,2.193606,Epsilon-Greedy
4,3.368989,Epsilon-Greedy
4,3.522918,Epsilon-Greedy
4,3.726855,Epsilon-Greedy
4,3.908274,Epsilon-Greedy
4,3.697155,Epsilon-Greedy
4,4.939306,Epsilon-Greedy
4,3.691533,Epsilon-Greedy
4,4.546817,Epsilon-Greedy
4,3.850709,Epsilon-Greedy
4,3.856063,Epsilon-Greedy
4,4.227913,Epsilon-Greedy
4,2.906104,Epsilon-Greedy
4,3.871222,Epsilon-Greedy
4,2.418427,Epsilon-Greedy
4,4.33113,Epsilon-Greedy
4,2.954507,Epsilon-Greedy
4,4.258348,Epsilon-Greedy
4,3.819363,Epsilon-Greedy
4,4.825447,Epsilon-Greedy
4,4.747672,Epsilon-Greedy
4,3.599139,Epsilon-Greedy
4,4.599441,Epsilon-Greedy
4,2.450757,Epsilon-Greedy
4,4.809988,Epsilon-Greedy
4,2.450809,Epsilon-Greedy
4,4.37951,Epsilon-Greedy
4,4.125129,Epsilon-Greedy
4,1.37685,Epsilon-Greedy
4,3.981845,Epsilon-Greedy
4,5.197599,Epsilon-Greedy
4,4.128809,Epsilon-Greedy
4,3.832839,Epsilon-Greedy
4,5.233257,Epsilon-Greedy
4,4.102817,Epsilon-Greedy
4,4.200246,Epsilon-Greedy
4,3.5386,Epsilon-Greedy
4,3.795946,Epsilon-Greedy
4,3.192709,Epsilon-Greedy
4,3.623948,Epsilon-Greedy
4,3.542041,Epsilon-Greedy
4,3.000206,Epsilon-Greedy
4,4.048389,Epsilon-Greedy
4,6.461319,Epsilon-Greedy
4,4.222206,Epsilon-Greedy
4,4.65044,Epsilon-Greedy
4,4.407256,Epsilon-Greedy
4,3.495331,Epsilon-Greedy
4,4.888095,Epsilon-Greedy
4,3.582863,Epsilon-Greedy
4,5.344221,Epsilon-Greedy
4,4.104259,Epsilon-Greedy
4,4.094719,Epsilon-Greedy
4,3.852802,Epsilon-Greedy
4,4.263213,Epsilon-Greedy
4,5.154727,Epsilon-Greedy
4,3.791458,Epsilon-Greedy
4,4.609055,Epsilon-Greedy
4,3.323958,Epsilon-Greedy
4,4.459287,Epsilon-Greedy
4,4.188123,Epsilon-Greedy
4,3.318674,Epsilon-Greedy
4,4.563269,Epsilon-Greedy
4,4.100143,Epsilon-Greedy
4,3.969379,Epsilon-Greedy
4,2.669669,Epsilon-Greedy
4,3.81687,Epsilon-Greedy
4,5.401753,Epsilon-Greedy
4,4.791009,Epsilon-Greedy
4,4.083511,Epsilon-Greedy
4,6.131227,Epsilon-Greedy
4,5.487699,Epsilon-Greedy
4,6.208096,Epsilon-Greedy
4,3.27116,Epsilon-Greedy
4,3.676915,Epsilon-Greedy
4,2.437217,Epsilon-Greedy
4,2.838115,Epsilon-Greedy
4,3.075285,Epsilon-Greedy
4,6.712259,Epsilon-Greedy
4,5.133797,Epsilon-Greedy
4,5.155491,Epsilon-Greedy
4,4.503668,Epsilon-Greedy
4,1.618779,Epsilon-Greedy
4,3.377789,Epsilon-Greedy
4,3.231305,Epsilon-Greedy
4,2.852212,Epsilon-Greedy
4,5.194196,Epsilon-Greedy
4,4.091632,Epsilon-Greedy
4,2.987807,Epsilon-Greedy
4,4.062295,Epsilon-Greedy
4,4.21736,Epsilon-Greedy
4,4.402073,Epsilon-Greedy
4,4.003142,Epsilon-Greedy
4,3.860514,Epsilon-Greedy
4,2.80798,Epsilon-Greedy
4,3.830991,Epsilon-Greedy
4,3.889074,Epsilon-Greedy
4,3.513387,Epsilon-Greedy
4,3.461657,Epsilon-Greedy
4,3.565458,Epsilon-Greedy
4,4.09099,Epsilon-Greedy
4,2.742002,Epsilon-Greedy
4,3.174387,Epsilon-Greedy
4,4.215449,Epsilon-Greedy
4,4.360909,Epsilon-Greedy
4,5.014606,Epsilon-Greedy
4,6.410384,Epsilon-Greedy
4,4.4914,Epsilon-Greedy
4,2.955487,Epsilon-Greedy
4,5.024662,Epsilon-Greedy
4,3.358965,Epsilon-Greedy
4,3.291762,Epsilon-Greedy
4,2.770505,Epsilon-Greedy
4,4.557425,Epsilon-Greedy
4,3.918957,Epsilon-Greedy
4,4.993831,Epsilon-Greedy
4,3.221655,Epsilon-Greedy
4,2.71065,Epsilon-Greedy
4,5.059235,Epsilon-Greedy
4,5.203693,Epsilon-Greedy
4,3.345681,Epsilon-Greedy
4,3.543353,Epsilon-Greedy
4,4.386124,Epsilon-Greedy
4,3.066551,Epsilon-Greedy
4,2.484554,Epsilon-Greedy
4,3.722259,Epsilon-Greedy
4,3.896819,Epsilon-Greedy
4,4.556658,Epsilon-Greedy
4,4.329839,Epsilon-Greedy
4,4.286069,Epsilon-Greedy
4,3.910327,Epsilon-Greedy
4,2.731053,Epsilon-Greedy
4,3.640593,Epsilon-Greedy
4,4.456408,Epsilon-Greedy
4,4.055316,Epsilon-Greedy
4,6.807456,Epsilon-Greedy
4,4.518772,Epsilon-Greedy
4,3.082475,Epsilon-Greedy
4,4.390875,Epsilon-Greedy
4,5.097878,Epsilon-Greedy
4,2.574112,Epsilon-Greedy
4,5.600696,Epsilon-Greedy
4,5.020197,Epsilon-Greedy
4,5.514071,Epsilon-Greedy
4,5.366164,Epsilon-Greedy
4,4.055479,Epsilon-Greedy
4,3.314167,Epsilon-Greedy
4,4.526946,Epsilon-Greedy
4,3.807746,Epsilon-Greedy
4,3.239309,Epsilon-Greedy
4,3.208771,Epsilon-Greedy
4,5.389046,Epsilon-Greedy
4,3.659085,Epsilon-Greedy
4,3.519184,Epsilon-Greedy
4,3.61364,Epsilon-Greedy
4,4.683001,Epsilon-Greedy
4,5.696657,Epsilon-Greedy
4,1.069069,Epsilon-Greedy
4,3.194748,Epsilon-Greedy
4,5.423362,Epsilon-Greedy
4,4.626813,Epsilon-Greedy
4,3.170326,Epsilon-Greedy
4,4.521933,Epsilon-Greedy
4,3.784639,Epsilon-Greedy
4,5.667616,Epsilon-Greedy
4,3.203283,Epsilon-Greedy
4,4.619703,Epsilon-Greedy
4,2.6901,Epsilon-Greedy
4,3.891383,Epsilon-Greedy
4,5.40697,Epsilon-Greedy
4,5.487776,Epsilon-Greedy
4,3.07234,Epsilon-Greedy
4,2.462314,Epsilon-Greedy
4,3.776951,Epsilon-Greedy
4,4.588107,Epsilon-Greedy
4,3.399827,Epsilon-Greedy
4,3.388748,Epsilon-Greedy
4,4.744186,Epsilon-Greedy
4,2.78864,Epsilon-Greedy
4,3.962744,Epsilon-Greedy
4,4.466902,Epsilon-Greedy
4,3.279273,Epsilon-Greedy
4,3.270632,Epsilon-Greedy
4,5.931702,Epsilon-Greedy
4,5.067141,Epsilon-Greedy
4,3.344156,Epsilon-Greedy
4,2.791162,Epsilon-Greedy
4,3.46223,Epsilon-Greedy
4,4.473334,Epsilon-Greedy
4,3.9109,Epsilon-Greedy
4,3.116451,Epsilon-Greedy
4,4.559897,Epsilon-Greedy
4,2.866357,Epsilon-Greedy
4,4.341305,Epsilon-Greedy
4,5.993503,Epsilon-Greedy
4,4.153949,Epsilon-Greedy
4,4.20299,Epsilon-Greedy
4,3.173224,Epsilon-Greedy
4,3.775773,Epsilon-Greedy
4,3.499897,Epsilon-Greedy
4,4.19292,Epsilon-Greedy
4,3.448043,Epsilon-Greedy
4,3.52629,Epsilon-Greedy
4,4.999211,Epsilon-Greedy
4,4.027292,Epsilon-Greedy
4,4.679685,Epsilon-Greedy
4,6.185698,Epsilon-Greedy
4,4.27153,Epsilon-Greedy
4,5.865565,Epsilon-Greedy
4,4.064999,Epsilon-Greedy
4,4.662522,Epsilon-Greedy
4,5.034749,Epsilon-Greedy
4,3.736783,Epsilon-Greedy
4,4.491627,Epsilon-Greedy
4,3.689036,Epsilon-Greedy
4,4.403658,Epsilon-Greedy
4,3.365533,Epsilon-Greedy
4,3.006337,Epsilon-Greedy
4,3.294437,Epsilon-Greedy
4,3.791975,Epsilon-Greedy
4,4.079692,Epsilon-Greedy
4,5.01456,Epsilon-Greedy
4,5.865921,Epsilon-Greedy
4,3.561165,Epsilon-Greedy
4,3.043173,Epsilon-Greedy
4,5.315374,Epsilon-Greedy
4,4.905216,Epsilon-Greedy
4,3.748874,Epsilon-Greedy
4,4.073886,Epsilon-Greedy
4,3.413897,Epsilon-Greedy
4,5.331382,Epsilon-Greedy
4,4.289603,Epsilon-Greedy
4,3.589048,Epsilon-Greedy
4,4.370991,Epsilon-Greedy
4,4.419481,Epsilon-Greedy
4,5.496581,Epsilon-Greedy
4,4.923171,Epsilon-Greedy
4,2.705719,Epsilon-Greedy
4,5.110436,Epsilon-Greedy
4,3.405882,Epsilon-Greedy
4,5.200081,Epsilon-Greedy
4,2.46415,Epsilon-Greedy
4,5.051934,Epsilon-Greedy
4,4.361478,Epsilon-Greedy
4,2.37616,Epsilon-Greedy
4,4.644536,Epsilon-Greedy
4,5.051431,Epsilon-Greedy
4,3.915379,Epsilon-Greedy
4,3.539025,Epsilon-Greedy
4,4.069913,Epsilon-Greedy
4,3.359612,Epsilon-Greedy
4,4.02161,Epsilon-Greedy
4,3.302234,Epsilon-Greedy
4,4.612039,Epsilon-Greedy
4,3.919535,Epsilon-Greedy
4,4.989131,Epsilon-Greedy
4,3.363856,Epsilon-Greedy
4,3.493263,Epsilon-Greedy
4,4.981397,Epsilon-Greedy
4,3.128252,Epsilon-Greedy
4,2.826271,Epsilon-Greedy
4,3.495589,Epsilon-Greedy
4,4.633534,Epsilon-Greedy
4,3.919785,Epsilon-Greedy
4,5.161346,Epsilon-Greedy
4,4.426847,Epsilon-Greedy
4,5.255961,Epsilon-Greedy
4,4.560152,Epsilon-Greedy
4,2.240022,Epsilon-Greedy
4,4.187761,Epsilon-Greedy
4,3.298971,Epsilon-Greedy
4,4.201106,Epsilon-Greedy
4,2.669726,Epsilon-Greedy
4,6.17394,Epsilon-Greedy
4,2.99964,Epsilon-Greedy
4,4.727664,Epsilon-Greedy
4,4.01532,Epsilon-Greedy
4,3.013126,Epsilon-Greedy
4,3.978815,Epsilon-Greedy
4,5.308298,Epsilon-Greedy
4,3.69019,Epsilon-Greedy
4,4.369204,Epsilon-Greedy
4,5.173746,Epsilon-Greedy
4,4.471953,Epsilon-Greedy
4,4.516817,Epsilon-Greedy
4,2.738978,Epsilon-Greedy
4,4.362808,Epsilon-Greedy
4,4.119864,Epsilon-Greedy
4,5.447401,Epsilon-Greedy
